,date,new_user,avg_stars,review_count,review_multiply
95,2012-09-01,8793,3.7241735537190084,19360.0,72100.0
96,2012-10-01,9128,3.731101992386414,20227.0,75469.0
97,2012-11-01,7970,3.729464800545159,19077.0,71147.0
98,2012-12-01,8070,3.7249677918062356,19405.0,72283.0
99,2013-01-01,9068,3.748093119338948,25172.0,94347.0
100,2013-02-01,8154,3.730044962827761,22463.0,83788.0
101,2013-03-01,9061,3.722245754553506,25969.0,96663.0
102,2013-04-01,8510,3.707037196050115,25621.0,94978.0
103,2013-05-01,9239,3.7230034491907666,26383.0,98224.0
104,2013-06-01,9535,3.7513265973686125,27514.0,103214.0
105,2013-07-01,10083,3.7387187957633756,29363.0,109780.0
106,2013-08-01,10278,3.762644246620508,30330.0,114121.0
107,2013-09-01,8680,3.7367885809755568,27533.0,102885.0
108,2013-10-01,8238,3.745787261101494,28307.0,106032.0
109,2013-11-01,7488,3.743381801293273,27991.0,104781.0
110,2013-12-01,7487,3.7135786978948837,28692.0,106550.0
111,2014-01-01,8695,3.767905816853216,34486.0,129940.00000000001
112,2014-02-01,7716,3.7785310734463278,31860.0,120384.0
113,2014-03-01,9298,3.749640402748921,37542.0,140769.0
114,2014-04-01,8809,3.747995978370153,36801.0,137930.0
115,2014-05-01,10157,3.7404589896101905,39173.0,146525.0
116,2014-06-01,10211,3.7553622168020317,39769.0,149347.0
117,2014-07-01,11717,3.7737070838765754,46020.0,173666.0
118,2014-08-01,10747,3.7740365470554402,45202.0,170594.0
119,2014-09-01,8354,3.744039112448289,39885.0,149331.0
120,2014-10-01,8825,3.7559097729564854,40653.0,152689.0
121,2014-11-01,7830,3.7478036841427285,38815.0,145471.0
122,2014-12-01,7710,3.716935769600648,39514.0,146871.0
123,2015-01-01,9178,3.7579189233546693,48744.0,183176.0
124,2015-02-01,8359,3.7442972119702964,44978.0,168411.0
125,2015-03-01,9183,3.7389427246333096,53042.0,198321.0
126,2015-04-01,8258,3.7668001171760572,51205.0,192879.0
127,2015-05-01,8242,3.7756503094024487,53167.0,200740.0
128,2015-06-01,8150,3.7852067538365746,54606.0,206695.0
129,2015-07-01,8999,3.808904143825916,60017.0,228599.0
130,2015-08-01,8237,3.80269236500919,60393.0,229656.0
131,2015-09-01,6790,3.792084747659368,53618.0,203324.0
132,2015-10-01,7617,3.7940113200657293,54770.0,207798.0
133,2015-11-01,6357,3.798081846468943,50778.0,192859.0
134,2015-12-01,5791,3.769727604605448,49854.0,187936.0
135,2016-01-01,6638,3.8343802691175983,60494.0,231957.0
136,2016-02-01,6092,3.810265624735138,58993.0,224779.0
137,2016-03-01,6223,3.798409685049172,64264.0,244101.0
138,2016-04-01,5367,3.8301712242849977,63776.0,244273.0
139,2016-05-01,4882,3.8028253635691396,64912.0,246849.0
140,2016-06-01,3666,3.819473522167488,64960.0,248113.0
141,2016-07-01,1798,3.814281607818713,41746.0,159231.0
